ダウンロード実行日,2010年07月28日現在,件数,10985件
ＥＤＩＮＥＴコード,提出者名,所在地
E14732,リクソー投信株式会社,東京都港区赤坂一丁目１２番３２号　アーク森ビル
E14830,ザ・ドレイファス・ファンド・インコーポレーテッド,アメリカ合衆国ニューヨーク州ニューヨーク市パークアベニュー２００
E14831,エバーグリーン・ミッド・キャップ・グロース・ファンド,アメリカ合衆国マサチューセッツ州ボストン市バークレーストリート２００
E14832,インベスコ・ファンズ,ルクセンブルグ大公国、ルクセンブルグ　Ｌ－１４７０、エッシュ通り６９
E14833,エイジーエフカナディアングロースエクイティファンドリミテッド,カナダＭ５Ｋ　１Ｅ９　オンタリオ州トロント市トロント－ドミニオン・センター　トロント・ドニミニオン・バンク・タワー３１階
E14834,ＤＷＳ　Ｉｎｖｅｓｔｍｅｎｔ　ＧｍｂＨ,ドイツ連邦共和国フランクフルト・アム・マイン　マインツェル・ラントシュトラーセ１７８－１９０
E14835,インターナショナル・ボンド・ファンド・マネジメント・カンパニー,ルクセンブルグ大公国、ルクセンブルグ、ルート・デッシュ６９番
E14837,アライアンス・バーンスタインＳＩＣＡＶ,ルクセンブルグ大公国、ルクセンブルグ　Ｌ－２４５３、ユージェーヌ・リュペール通り１８
E14838,ドレイファス・アメリカ・ファンド,ルクセンブルグ大公国ルクセンブルグＬ－１４７０、ルート・デシュ、６９番地
E14840,アリアンツ・グローバル・インベスターズ・カピタルアンラーゲゲゼルシャフト・エムベーハー,ドイツ連邦共和国６０３２９フランクフルト市　マインツェルラントシュトラッセ１１－１３
E14843,グローバル・ファンズ・マネジメント・エス・エー,ルクセンブルグ大公国、エスペランジュ　Ｌ－５８２６、ガスペリッシュ通り３３番Ａ棟
E14846,ダイワ・ヨーロッパ・ファンド・マネジャーズ・アイルランド・リミテット,アイルランド共和国、ダブリン２、ハーコート・ロード、ハーコート・センター、ブロック５
E14848,ブラックロック・ファンド・マネジメント・カンパニー・エス・エー,ルクセンブルグ大公国、ルクセンブルグＬ－１８５５、Ｊ．Ｆ．ケネディ通り４９番
E14850,アライアンス・バーンスタイン・ルクセンブルグ・エス・エイ,ルクセンブルグ大公国、ルクセンブルグＬ－２４５３、ユージェーヌ・リュペール通り１８番
E14853,トータル・アルファ・インベストメント・ファンド・マネジメント・カンパニー・エス・エイ,ルクセンブルグ大公国　ルクセンブルグ　Ｌ－２５５７　ロベルトシュトゥンパー通り９Ａ
E14854,レッグ・メイソン・インベストメンツ（ルクセンブルグ）エス・エイ,ルクセンブルグ大公国、ストラッセン　Ｌ－８０３０　キエム通り１４５番
E14857,ダイワ・ヨーロッパ・ファンド・マネジャーズ・アイルランド・リミテッド,アイルランド共和国、ダブリン２、ハーコート・ロード、ハーコート・センター、ブロック５、レベル３
E14858,ステート・ストリート・ファンド・サービシズ（アイルランド）,アイルランド共和国　ダブリン１、インターナショナル・ファイナンシャル・サービシズ・
E14861,エバーグリーン・インターナショナル・トラスト,アメリカ合衆国０２１１６マサチューセッツ州ボストン市バークレー・ストリート２００番
E14863,パトナム・ハイ・イールド・アドバンテージ・ファンド,米国０２１０９マサチューセッツ州ボストン市ポスト・オフィス・スクウェア１番
E14864,ステート・ストリート・ファンド・サービシズ・アイルランド・リミテッド,Ｉｎｔｅｒｎａｔｉｏｎａｌ　Ｆｉｎａｎｃｉａｌ　Ｃｅｎｔｒｅ、Ｄｕｂｌｉｎ１、Ｉｒｅｌａｎｄ
E14866,アライアンス・バーンスタイン・ルクセンブルグ・エス・エイ,ルクセンブルグ大公国、ルクセンブルグ　Ｌ－２４５３、ユージェーヌ・リュペール通り１８番
E14867,パトナム・ディバーシファイド・インカム・トラスト,アメリカ合衆国　０２１０９　マサチューセッツ州　ボストン市　ポスト・オフィス・スクウェア１番
E14868,モルガン・スタンレー・アセット・マネジメント・エス・エー,ルクセンブルグ大公国、セニンガーバーグＬ－２６３３、トレヴェ通り６Ｃ番
E14869,パトナム・インカム・ファンド,アメリカ合衆国　マサチューセッツ州　ボストン市　ポスト・オフィス・スクウェア１番
E14870,ジャパン・ファンド・マネジメント（ルクセンブルグ）エス・エイ,ルクセンブルグ大公国、ミュンスバッハＬ－５３６５、シルダル・アクティビティ・パーク１Ｂ
E14873,アリアンツ・グローバル・インベスターズ・ルクセンブルグ・エス・エイ,ルクセンブルグ大公国、セニンガーベルグ、Ｌ－２６３３ドレベス通り６Ａ
E14874,パトナム・グローバル・インカム・トラスト,アメリカ合衆国０２１０９マサチューセッツ州ボストン市ポスト・オフィス・スクウェア１
E14875,パトナム　ＵＳ　ガバメント・インカム・トラスト,米国０２１０９マサチューセッツ州ボストン市ポスト・オフィス・スクウェア１番
E14880,Ｔ．ロウ・プライス（ルクセンブルグ）マネジメント・エス・エイ・アール・エル,ルクセンブルグ大公国、セニンガーバーグ、Ｌ－２６３３、トレヴェ通り６、ヨーロピアン・バンク・アンド・ビジネス・センター
E14884,レッグ・メイソン・インベストメンツ（アイルランド）リミテッド,アイルランド共和国、ダブリン２、サー・ジョン・ロジャーソンズ・キー７０、マサック・トラスト・リミテッド内
E14886,パトナム・ヨーロッパ・エクイティ・ファンド,アメリカ合衆国０２１０９マサチューセッツ州ボストン市ポスト・オフィス・スクウェア１
E14887,ゴールドマン・サックス・マネジメント（アイルランド）リミテッド,アイルランド共和国　ダブリン２　ハッチ・ストリート、ハードウィック・ハウス
E14889,ピムコ・ファンズ,アメリカ合衆国９２６６０カリフォルニア州ニューポートビーチ市ニューポート・センター・ドライブ８４０
E14890,アクサ・ファンズ・マネジメント・エス・エイ,ルクセンブルグ大公国、ルクセンブルグＬ－１３３０、シャルロット公爵通り５８番
E14891,ｃｏｍｉｎｖｅｓｔアセット・マネジメント・リミテッド,アイルランド共和国　ダブリン１　ＩＦＳＣ私書箱２７４７号　ギルド・ストリート　コメルツバンク・ハウス
E14894,ルーミス・セイレス・ファンズ　ＩＩ,アメリカ合衆国０２１１６マサチューセッツ州ボストン市ボイルストン・ストリート３９９番
E14895,クレディスイスユーロボンドエクスプレスマネジメントカンパニー,ルクセンブルグ大公国、Ｌ－２０１３　ルクセンブルグ、ジャン・モネ通り５番
E14896,コロンビア・ファンズ・シリーズ・トラスト　Ｉ,アメリカ合衆国０２１１１－２６２１　マサチューセッツ州ボストン、ワン・フィナンシャル・センター
E14900,ＵＢＳマネー・マーケット・ファンド・マネジメント・カンパニー・エス・エイ,ルクセンブルグ大公国、ルクセンブルグ　Ｌ－１８５５、Ｊ．Ｆ．ケネディ通り３３Ａ番
E14902,ユー・エス・フィクスト・インカム・マネジメント・カンパニー・エス・エイ,ルクセンブルグ大公国、ルクセンブルグ、Ｌ－１４７０、エス通り６９
E14903,ＢＮＰパリバ・アセット・マネジメント・ルクセンブルグ,ルクセンブルグ大公国、オワール－エスペランジュＬ－５８２６、ガスペリッシュ通り３３番
E14904,ＵＢＳボンド・ファンド・マネジメント・カンパニー・エス・エイ,ルクセンブルグ大公国　ルクセンブルグＬ－１８５５　Ｊ．Ｆ．ケネディ通り３３Ａ
E14909,アーカス・インベストメント（ルクセンブルグ）エス・エイ,ルクセンブルグ大公国、ルクセンブルグ、Ｌ－２５３５　エマニュエル・セルベ通り２０番
E14914,コムインベスト・アセット・マネジメントＳ．Ａ．,２５，　ｒｕｅ　Ｅｄｗａｒｄ　Ｓｔｅｉｃｈｅｎ，　Ｌ－２５４０　Ｌｕｘｅｍｂｏｕｒｇ
E14915,スパークス・オーバーシーズ・リミテッド,バミューダ、ハミルトンＨＭ１１，フロント・ストリート６番
E14916,クレディ・スイス・ファンド・マネジメント・エス・エー,ルクセンブルグ大公国、ルクセンブルグ、ジャン・モネ通り５番
E14918,ジェーピーモルガン・ミューチャアル・ファンド・グループ,アメリカ合衆国デラウェア州　ニューカッスル郡　ウィルミントン　オレンジ・ストリート１２０９
E14919,ＭＦＳシリーズ・トラストＶＩ,アメリカ合衆国０２１１６　マサチューセッツ州ボストン市　ボイルストン通り５００番
E14921,カセイ・ファストネット（スイス）エス・エー,スイス連邦、セント・セルギュ／ＶＤ、ＣＨ－１２６４、レジデンス・ベルベデール１－３
E14923,ベアリングミューチュアルファンドマネジメントアイルランドリミテッド,アイルランド共和国、ダブリン２、タウンゼント・ストリート５４－６２、ジョージーズ・コート
E14924,エムユージーシー・ルックス・マネジメント・エス・エイ,２８７－２８９、ｒｏｕｔｅ　ｄ’Ａｒｌｏｎ　Ｌ－１１５０　Ｌｕｘｅｍｂｏｕｒｇ
E14940,アクサ・インベストメント・マネージャーズ・パリ,フランス共和国クールブヴォワ市９２４００、エスプラナード・デュ・ジェネラル・ド・ゴーレ１００、ラ・デファン４、クール・デファン・トゥールＢ
E14941,ＳＢＩファンドマネジメントカンパニーエスエー,ルクセンブルグ大公国、ルクセンブルグ、Ｌ－２５２０　アレ・シャファー５
E14945,バンガード・インデックス・ファンズ,アメリカ合衆国１９３５５　ペンシルバニア州　マルバーン市　バンガード・ブルーヴァード１００
E14947,ナティクシス・アセット・マネジメント,フランス共和国、パリ市７５０１３、オーステルリッツ河岸２１番
E14951,ＵＢＳオコーナー・エルエルシー,アメリカ合衆国　イリノイ州６０６０６、シカゴ、ノース・ワッカー・ドライブ１番、３２階
E14954,マサチューセッツ・インベスターズ・グロース・ストック・ファンド,アメリカ合衆国、マサチューセッツ州、ボストン市、ボイルストン通り　５００番
E14955,インベスコ・グローバル・アセット・マネジメント・リミテッド,アイルランド共和国、ダブリン２、タウンゼンド通り４３番、ジョージズ・キー・ハウス、１階
E14960,エイジーエフインターナショナルアドバイザーズカンパニーリミテッド,アイルランド共和国、ダブリン２、モールズワース・ストリート３４
E14961,ＤＷＳ・インベストメント・エス・エー,ルクセンブルク大公国、ルクセンブルク１１１５、ブールバール・コンラ・アデヌール２番
E14962,バレップ・アセット・マネジメント（アイルランド）リミテッド,アイルランド共和国、ダブリン１、インターナショナル・フィナンシャル・サービシズ・センター、ＩＦＳＣハウス３Ｆ
E14963,シュローダー・インベストメント・マネージメント・リミテッド,連合王国、ＥＣ２Ｖ　７ＱＡ　ロンドン、グレシャム・ストリート３１番
E14964,ジャパン・ファンド・マネジメント・ルクセンブルグ・エス・エイ,１Ｂ、ＰａｒｃｄＡｃｔｉｖｉｔｅＳｙｒｄａｌｌ、Ｌ－５３６５、Ｍｕｎｓｂａｃｈ、Ｌｕｘｅｍｂｏｕｒｇ
E14966,ＣＩＢＣバンク・アンド・トラスト・カンパニー（ケイマン）リミテッド,ケイマン諸島、ＫＹ１－１１０７、グランド・ケイマン、ジョージ・タウン、私書箱６９４ＧＴ、ドクター・ロイズ・ドライブ１１、ＣＩＢＣフィナンシャル・センター３階
E14969,インベスコＡｉｍマネジメント・カンパニー・リミテッド,アイルランド共和国、ダブリン２、サー・ジョン・ロジャーソンズ・キー７０番
E14972,ジャナス・キャピタル・トラスト・マネジャー・リミテッド,１ノース・ウォール・キー、ダブリン１　アイルランド
E14975,クレディアグリコルアセットマネジメントオルタナティブインベストメンツリミテッド,バミューダ、ペンブローク、バミューディアナロード１１，ローズバンクセンター
E14977,リクソー・アセット・マネジメント・エス・エイ,フランス共和国　９２９８７、パリ　ラ・デファンス、バルミー通り１７番、ソシエテ　ジェネラル　タワー
E14979,ザ・セブン・アセット・マネジメント・リミテッド,ケイマン諸島、ＫＹ１－１１０４、グランド・ケイマン、ウグランド・ハウス、郵便私書箱３０９号、メープルズ・コーポレート・サービセズ・リミテッド気付
E14980,バリュー・パートナーズ・リミテッド,英領バージン諸島、ＶＧ１１１０、トートラ、ロード・タウン、私書箱３１４０、ウィックハムズ・ケイ１、ロマスコ・プレース
E14983,ソシエテ　ジェネラル　バンク・アンド・トラスト・エス・エイ,ルクセンブルグ大公国、ルクセンブルグＬ－２０４０、アベニュールトゥール１１
E14984,インターナショナル・マネジメント・サービシズ・リミテッド,ケイマン諸島、グランド・ケイマン、ハーバー・センター４階、私書箱６１ＧＴ
E14985,ムーア・マネジメント（バミューダ）リミテッド,バミューダ諸島、ハミルトンＨＭ１１、チャーチ・ストリート２、クラレンドン・ハウス
E14986,シュローダーインベストメントマネージメン,連合王国ＥＣ２Ｖ７ＱＡロンドングレシャムストリート３１番
E14991,ピクテ・グローバル・セレクション・ファンド・マネジメント（ルクセンブルグ）エス・エイ,ルクセンブルグ大公国　ルクセンブルグ　Ｌ－２４４９　ロイヤル通り１番
E14994,オルタナティブ・インベストメンツ・エムジーアール・リミテッド,ケイマン諸島ＫＹ１‐９００２グランドケイマン、ジョージタウン、メアリーストリート８７、ウォーカーハウ
E15002,エムユージーシー・ルックス・マネジメント・エス・エイ,ルクセンブルグ大公国　ルクセンブルグ　Ｌ－１１５０　アーロン通り２８７－２８９
E15004,ＦＩＬ・インベストメント・マネジメント（ルクセンブルグ）エス・エイ,ルクセンブルグＬ－１２４６、アルバート・ボルシェット通り　２ａ
E15029,ブラックロック・グローバル・ファンズ,ルクセンブルグ、セニンガーベルグ　Ｌ－１７３６、ホーヘンホフ　１Ａ、アエロゴルフ・センター
E15033,ムーア・マネジメント（バーミューダ）リミテッド,バーミューダ、ハミルトン　ＨＭ１１、チャーチ・ストリート２番、クラレンドン・ハウス
E15034,パシフィック・インベストメント・マネジメント・カンパニー・エルエルシー,アメリカ合衆国、９２６６０、カリフォルニア、ニューポート・ビーチ、ニューポート・センター・ドライブ８４０番
E15038,ＭＦＳシリーズ・トラスト　ＩＸ,アメリカ合衆国０２１１６　マサチューセッツ州ボストン市ボイルストン通り　５００番
E15039,ＫＢＣオルタナティブ・インベストメント・マネジメント・リミテッド,連合王国　ＥＣ１Ｙ　４ＴＹ　ロンドン　チスウェル・ストリート２４番
E15044,シュローダー・インベストメント・マネージメント（ルクセンブルグ）エス・エイ,ルクセンブルグ大公国、セニンガーベルグ　Ｌ－１７３６、ハーヘンホフ通り５番
E15048,ナティクシス,フランス国７５０１３パリ市ピエール・マンデス－フランス通り３０番地
E15060,ＨＳＢＣマネジメント（ガーンジー）リミテッド,チャネル諸島、ＧＹ１　４ＡＵ、ガーンジー、セント・ピーター・ポート、ル・ボルダージュ、セント・マーティンズ・ハウス
E15073,パワー　アセット　マネージメント　リミテッド,バミューダ、ハミルトンＨＭ１２、ビクトリア・ストリート２２、キャノンズ・コート
E15075,アバディーン・アセット・マネジメント・アジア・リミテッド,２１　Ｃｈｕｒｃｈ　Ｓｔｒｅｅｔ、０１－１　Ｃａｐｉｔａｌ　Ｓｑｕａｒｅ　Ｔｗｏ、Ｓｉｎｇａｐｏｒｅ
E15077,ＵＢＳファンド・サービシズ（ケイマン）リミテッド,ケイマン諸島、ＫＹ１－１１０３、グランド・ケイマン、私書箱８５２、ＵＢＳハウス
E15086,ムーア・マネジメント（バミューダ）リミテッド,バミューダ、ハミルトンＨＭ１１、チャーチ・ストリート２番、クラレンドン・ハウス
E15091,マン・ファンド・マネジメント（ガーンジー）リミテッド,チャネル諸島、ＧＹ１１ＷＪ、ガーンジー、セント・ペテロ・ポート、サウス・エスプラネード、アルバート・ハウス
E15099,ＦＣインベストメント・リミテッド,英領西インド諸島、ケイマン諸島、ＫＹ１－１１１１、グランド・ケイマン、私書箱２６８１、ハッチンス・ドライブ、クリケット・スクエア、コーダン・トラスト・カンパニー（ケイマン）リミテッド気付
E15115,ゴールドマン・サックス・ファンズ,ルクセンブルグ大公国　Ｌ－１８５５　ルクセンブルグ　Ｊ．Ｆ．ケネディ通り４９
E15127,ＡＩＧ－ＦＰポートフォリオ・マネジメント・リミテッド,バーミューダ、ハミルトン　ＨＭ１１、チャーチ・ストリート２番、クラレンドン・ハウス
E15153,ビー・エヌ・ピー・パリバ　アセットマネジメント・エス・エイ・エス,フランス共和国パリ市７５００９、オスマン大通り１番
E15154,シンプレクス・グローバル・インベストメンツ・リミテッド,英領ヴァージン諸島、トートラ、ロード・タウン、トラストネット・チェンバーズ、私書箱３４４４号
E15155,パルカディア・アセット・マネジメント・エス・エイ,ルクセンブルグ大公国、ルクセンブルグＬ－１２７３、ビッツブルグ通り１９番
E15156,ガートモア・インベストメント・リミテッド,連合王国、ロンドンＥＣ３Ｍ　４ＰＢ、フィンチャーチ・プレイス８、ガートモア・ハウス
E15165,ブラックロック（香港）リミテッド,香港、セントラル、クイーンズ・ロード１５番、ヨーク・ハウス１１階
E15170,ＭＳＣＩヘッジ・インベスト・リクソー・トラッカー・ファンド・リミテッド,ジャージー　ＪＥ４　８ＲＴ、セント・ヘリヤ、エスプラナード１８
E15174,ミツビシＵＦＪグローバルカストディ・エス・エイ,ルクセンブルグ大公国、ルクセンブルグＬ－１１５０、アーロン通り２８７－２８９番
E15179,ＵＢＳ（Ｌｕｘ）エクイティ・シキャブ,ルクセンブルグ大公国、ルクセンブルグ　Ｌ－１１５０、アーロン通り２９１番
E15180,ＵＦＪパートナーズ・ファンズ・マネジメント（ケイマン）リミテッド,ケイマン諸島、グランド・ケイマン、サウス・チャーチ・ストリート、ウグランド・ハウス、私書箱３０９ＧＴ
E15194,ザ・リンク・マネジメント・リミテッド,香港、クイーンズ・ロード・セントラル　９、　１２階　１２０１ー１２０２号室
E15197,シーシーアイビー・エスピーシー（ＣＣＩＢ　ＳＰＣ）,英領インド諸島、ケイマン諸島、グランド・ケイマン、ジョージ・タウン、サウス・チャーチ・ストリート、
E15200,ＳＦ（ＬＵＸ）ＳＩＣＡＶ３,ルクセンブルグ大公国、ルクセンブルグ、ジェイ・エフ・ケネディ通り３３Ａ
E15201,Ｒ－アジア・アセット・マネジメント・リミテッド,英領西インド諸島　グランド・ケイマン　ジョージ・タウン　サウス・チャーチ・ストリート　　　　　　　　
E15208,シトコ・トラスティーズ（ケイマン）リミテッド,ケイマン諸島、グランド・ケイマンＫＹ１－１２０５、カマナ・ベイ、８９ネクサス・ウェイ、私書箱３１１０６号
E15211,アストマックス・インベストメント・リミテッド,ケイマン諸島、ＫＹ１－１１０４、グランド・ケイマン、アグランド・ハウス　私書箱３０９
E15214,ＢＮＹメロン・インターナショナル・マネジメント・リミテッド,ケイマン諸島、ＫＹ１－１１０２、グランド・ケイマン、私書箱１０４３、ドクター・ロイズ・ドライブ６９、カレドニアン・ハウス、カレドニアン・トラスト（ケイマン）リミテッド
E15216,アーカス・ジャパン・ファンド（ルクセンブルグ）エス・エイ,ルクセンブルグ大公国　ルクセンブルグ　Ｌ－２５３５　エマニュエル・セルベ通り２０番
E15223,ＵＢＳファンド・サービシズ（ケイマン）リミテッド,ケイマン諸島ＫＹ１－１１０３グランド・ケイマン私書箱８５２エルジン・アヴェニュー２２７ＵＢＳハウス
E15233,ＪＰモルガン・トラストⅠーＪＰモルガン・ストラテジック・インカム・ファンド,１９８０１デラウェア州ニューカッスル郡、ウィルミントン、オレンジ・ストリート１２０９、コーポレーショ
E15234,グラヴァー・リミテッド,英領西インド諸島、グランド・ケイマン、ジョージ・タウン、サウス・チャーチ・ストリート、ウグランド・ハ
E15244,ナティクシス,フランス国７５０１３パリ市ピエール・マンデス－フランス通り　３０番地
E15247,グローバル・ファンズ・マネジメント・エス・エー,ルクセンブルグ大公国エスペランジュガスペリッシュ通り３３番エー棟
E15255,アイガー・マネジメント・リミテッド,ケイマン諸島、グランド・ケイマン、ジョージ・タウン、サウス・チャーチ・ストリート、ウグランド・ハウス、私書箱３０９ＧＴ
E15258,ＦＭＧライジング３ファンド・リミテッド,バミューダ、ハミルトンＨＭ１２、リード・ストリート３１
E15262,ザ・パトナム・アドバイザリー・カンパニー・エルエルシー,アメリカ合衆国、マサチューセッツ州０２１０９、ボストン、ワン・ポスト・オフィス・スクウェア
E15266,ＹＭＳマネジメント・サービシズ・リミテッド,アイルランド共和国、ダブリン２、サー・ジョン・ロジャーソンズ・キー　３３
E15269,リアル・エステート・プロパティー・リミテッド,ケイマン諸島、グランド・ケイマン、ウグランド・ハウス、私書
E15275,イーバンク・キャピタル・マネジメント（ケイマン）リミテッド,ケイマン諸島、ＫＹ１－１１０４グランド・ケイマン、アグランド・ハウス、私書箱３０９、Ｍａｐｌｅｓコーポレート・サービシズ・リミテッド気付
E15276,ベトナム・ドラゴン・ファンド・リミテッド,ザ・バンク・オブ・バミューダ気付、６　フロント・ストリート、ハミルトン　ＨＭ１１、バミューダ
E15291,グローバル・ファンズ・マネジメント・エス・エー,ルクセンブルグ大公国　エスペランジュ　ガスペリッシュ通り　３３番　Ａ棟
E15295,ＫＢＣインベストメンツ・ケイマン・アイランズ・Ｖ・リミテッド,英領西インド諸島、ケイマン諸島、グランド・ケイマン、ジョージ・タウン、私書箱２６５ＧＴ、メアリー・ストリート、ウォーカー・ハウス、Ｗ．Ｓ．ウォーカー・アンド・カンパニー
E15296,ＵＢＳ（Ｌｕｘ）キー・セレクション・シキャブ,ルクセンブルグ大公国、ルクセンブルグＬ－１８５５、Ｊ．Ｆ．ケネディ通り３３Ａ
E15302,ＵＯＢ　グローバル・ストラテジーズ・ファンズ・ピーエルシー,アイルランド共和国、ダブリン２、サー・ジョン・ロジャーソンズ・キー３３
E15304,アイザワ・アセット・マネジメント（ＣＩ）リミテッド,英領西インド諸島、ケイマン諸島、ＫＹ１－１１０４、グランド・ケイマン、ウグランド・ハウス、私書箱３０９、メイプルズ・コーポレート・サービシズ・リミテッド気付
E15313,バターフィールド・ファルクラム・グループ（ケイマン）リミテッド,英領西インド諸島、ケイマン諸島、グランド・ケイマン、フォート・ストリート６８、バターフィールド・ハウ
E15336,メリルリンチ・インターナショナル,英国、ＥＣ１Ａ　１ＨＱ、ロンドン、キング・エドワード・ストリート２
E15344,ＤＢプラティナム・アドバイザーズ,ルクセンブルグ大公国、ルクセンブルグＬ－１１１５、ブールバール・コンラ・アデヌール２
E15352,フォルティス・インベストメント・マネジメント・ルクセンブルグ・エス・エー,ルクセンブルグ大公国、ルクセンブルグ、Ｌ－１１１８　　　　　　　　　　アルドリンゲン通り１４番
E15357,アムンディ　インベストメント・ソリューションズ,フランス、７５７１０パリ・セデ１５番、パスツール通り、９１－９３
E15371,カザフ・コンパス・ファンド・リミテッド,アップルビー・サービシズ（バミューダ）リミテッド、バミューダ、ハミルトンＨＭ　１２、ビクトリア・ストリ
E15379,ＧＬＧパートナーズ・インターナショナル（ケイマン）リミテッド,ケイマン諸島、ＫＹ１ー９００２，グランド・ケイマン、ジョージ・タウン、ウォーカーズＳＰＶリミテッド
E15381,ロンバー・オーディエ・ダリエ・ヘンチ・ジャパン・ディベロップメント・エス・エー,ルクセンブルグ大公国、ルクセンブルグ、Ｌ－２５２０、オルセーシェファー、５番地
E15385,マッコーリー・ファイナンシャル・プロダクツ・マネジメント・リミテッド,オーストラリア、シドニー　ＮＳＷ　２０００、マーティン・プレース１
E15389,クレディ・スイス・マネジメント（ケイマン）リミテッド,ケイマン諸島、グランド・ケイマン、ジョージ・タウン、サウス・チャーチ・ストリート、ウグランド・ハウス
E15396,バークレイズ・バンク・ピーエルシー,連合王国、ロンドンＥ１４　５ＨＰ、チャーチル・プレイス１番
E15401,ユナイテッドワールドオンラインリミテッド,香港、セントラル、８フィナンスストリート、トゥー・インターナショナル・ファイナンス・センター３６Ｆ　３６０９－１１
E15404,サムスン資産運用株式会社,大韓民国ソウル永登浦区汝矣島洞３６－１
E15410,ＵＢＳエクイティ・ファンド・マネジメント・カンパニー・エス・エイ,ルクセンブルグ大公国、ルクセンブルグＬ－１８５５、Ｊ．Ｆ．ケネディ通り３３Ａ
E15414,ベネフィック・ファンド・サービシズ（ケイマン）リミテッド,ケイマン諸島、グランド・ケイマン　ＫＹ１－１１０８、私書箱１２３４、サウス・チャーチ・ストリート１１３、クイーンズゲート・ハウス、オジエ・フィデュシアリー・サービシズ（ケイマン）リミテッド気付
E15418,ＭＳインベストメント・サービシズ,ケイマン諸島、Ｋ１－１１０４グランド・ケイマン、ウグランド・ハウス私書箱３０９
E15421,Ｎ１アセット・マネジメント,ケイマン諸島、ＫＹ１‐９００２　ジョージ・タウン、メアリー・ストリート８７、ウォーカー・ハウス気付
E15422,ＲＱレジデンシャルワン有限会社,東京都千代田区内幸町一丁目１番７号大和生命ビル１５Ｆレイコフ内
E15423,ＲＲレジデンシャルワン有限会社,東京都千代田区内幸町一丁目１番７号大和生命ビル１５Ｆレイコフ内
E15424,ＳＢＩブロードバンドキャピタル株式会社,東京都港区六本木一丁目６番１号
E15425,有限会社フロンティア・リート・パートナーズ３号,東京都千代田区丸の内一丁目２番１号東京海上日動ビルディング８階
E15426,ＲＳレジデンシャルワン有限会社,東京都千代田区内幸町一丁目１番７号
E15427,有限会社Ｍ・Ｒ・Ｄ六本木,東京都千代田区麹町三丁目３番地　丸増麹町ビル５階　マークス投資信託株式会社内
E15428,無限責任組合員　株式会社エール,東京都江東区有明３丁目１番２２号ＴＦＴビル東館７階
E15429,ＲＴレジデンシャルワン有限会社,東京都千代田区内幸町一丁目１番７号
E15430,ＲＵレジデンシャルワン有限会社,東京都千代田区内幸町一丁目１番７号
E15431,グランドプロパティ１号有限会社,東京都中央区日本橋三丁目１４番１号　新々会館ビル９階
E15433,ＲＶレジデンシャルワン有限会社,東京都千代田区神田神保町一丁目１１番地三井生命神保町ビル１１階さくら綜合事務所内
E15434,ＲＷレジデンシャルワン有限会社,東京都千代田区内幸町一丁目１番７号大和生命ビル１５Ｆレイコフ内
E15436,ＲＸレジデンシャルワン有限会社,東京都千代田区内幸町一丁目１番７号レイコフ内
E15437,有限会社ＵＷマカオ・プロジェクト,東京都豊島区西巣鴨一丁目３６番１４号
E15438,ＲＹレジデンシャルワン有限会社,東京都千代田区内幸町一丁目１番７号
E15439,ＲＺレジデンシャルワン有限会社,東京都千代田区内幸町１丁目１番７号
E15441,株式会社セキュア・インベストメント・ジャパン,東京都中央区京橋一丁目１７番２号　昭美京橋ビル３階
E15442,ＪＶＣ１号投資事業有限責任組合,東京都中央区銀座六丁目１０番１６号パレ銀座ビル９階
E15443,ＴＡレジデンシャルワン有限会社,東京都中央区日本橋堀留町二丁目９番８号　日本橋ＭＳビル７Ｆ
E15444,株式会社アイディジャパン,東京都港区赤坂三丁目９番１号
E15446,株式会社自然エネルギー市民ファンド,東京都中野区中野４丁目７番３号
E15447,日亜持株組合,徳島県阿南市上中町岡４９１番地１００
E15448,業務執行組合員株式会社エール,東京都大田区西蒲田５－２７－１４　日研アラインビル５Ｆ
E15455,ＴＢレジデンシャルワン有限会社,東京都中央区日本橋堀留町二丁目９番８号　日本橋ＭＳビル７階
E15457,有限会社ＵＷベトナム・プロジェクト,東京都豊島区西巣鴨一丁目３６番１４号
E15460,船越　徹,栃木県日光市上鉢石町１３００番地　金谷ホテル株式会社内
E15461,株式会社ＦＥインベスト,東京都港区虎の門１ー１６ー４　アーバン虎ノ門ビル２階
E15462,ポッカ投資組合,愛知県名古屋市中区栄四丁目２番２９号
E15463,有限会社ＳＢＩリアルエステート・マネジメント,東京都港区六本木一丁目６番１号　泉ガーデンタワー１９階
E15466,株式会社千代田キャピタル,東京都千代田区麹町４丁目８番
E15468,株式会社エヌビーシー,東京都豊島区東池袋四丁目２７番１４号山京システムビル３Ｆ
E15469,有限会社ＵＷマカオ・プロジェクト２,東京都豊島区西巣鴨一丁目３６番１４号
E15470,株式会社サクセスジャパン,東京都港区赤坂３－９－１紀陽ビル６Ｆ
E15476,ＴＣレジデンシャルワン有限会社,東京都中央区日本橋堀留町二丁目９番８号　日本橋ＭＳビル７Ｆ
E15477,株式会社アーバンプランニング,東京都中央区京橋２－１１－３服部ビル３Ｆ
E15478,ＡＩＭアセットマネジメント株式会社,東京都千代田区麹町４－８　麹町クリスタルシティ４階
E15484,ＴＤレジデンシャルワン有限会社,東京都中央区日本橋堀留町二丁目９番８号　日本橋ＭＳビル７Ｆ
E15485,グランドプロパティ２号有限会社,東京都中央区日本橋三丁目１４番１号　新々会館ビル９階
